Collection ID,Artist (Japanese),Artist (English),Title (Japanese),Title (English),Label,Catalog Number,Year,Format,Country,Genre,Retail Price (JPY),Notes,Source Photo,Cover Image Filename,Discogs URL,Cover Source,Cover Status,Research Notes,Obi,Shelf Location,Vinyl Condition,Sleeve Condition,Inserts,Purchase Date,Price Paid,Purchase Currency,Verification Issues,Verification Status,Last Updated,Album Summary,Summary Source,Summary Source Label,Artist Info URL,Artist Info Label
53,,Various Artists,,Jukebox 6,,,,LP,,,,,IMG_3242.jpg,53_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,reference_photo,Identified from the front sleeve in IMG_3242.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Jukebox 6 by Various Artists, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,Collection notes from reference photograph,,
54,,Various Artists,青春ポップス大百科,Jukebox 9,,,,LP,,,,,IMG_3242.jpg,54_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,reference_photo,Identified from the front sleeve in IMG_3242.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Jukebox 9 by Various Artists, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,Collection notes from reference photograph,,
55,五木ひろし,Hiroshi Itsuki,オリジナル名曲集 千曲川,Original Meikyokushu: Chikumagawa,Minoruphone,,,LP,,,,,IMG_3242.jpg,55_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,reference_photo,Identified from the front sleeve in IMG_3242.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Original Meikyokushu: Chikumagawa by Hiroshi Itsuki, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,Collection notes from reference photograph,,
56,,Various Artists,任侠演歌ベスト20,Ninkyo Enka Best 20,Crown,,,LP,,,,,IMG_3242.jpg,56_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,reference_photo,Identified from the front sleeve in IMG_3242.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Various Artists compilation titled Ninkyo Enka Best 20. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,Collection notes from reference photograph,,
57,演奏者未確認,Performer to verify,演歌ギター全曲集,Enka Guitar Best Hit Album,,,,LP,,,,,IMG_3242.jpg,57_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,reference_photo,Identified from the front sleeve in IMG_3242.jpg.,,,,,,,,,Performer identification needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Enka Guitar Best Hit Album. Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3242.jpg,Collection notes from reference photograph,,
58,小畑実,Minoru Obata,勘太郎月夜唄,Kantaro Tsukiyouta,Victor,,,LP,,,,,IMG_3243.jpg,58_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,reference_photo,Identified from the front sleeve in IMG_3243.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Kantaro Tsukiyouta by Minoru Obata, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,Collection notes from reference photograph,,
59,ディック・ミネ,Dick Mine,ディック・ミネ全集 若き日の歌声,Dick Mine Album: Wakaki Hi no Utagoe,Teichiku,,,LP,,,,,IMG_3243.jpg,59_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,reference_photo,Identified from the front sleeve in IMG_3243.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Dick Mine Album: Wakaki Hi no Utagoe by Dick Mine, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,Collection notes from reference photograph,,
60,,Various Artists,麦と兵隊／啼くな小鳩よ,Mugi to Heitai / Naku na Kobato yo,Teichiku,,,LP,,,,,IMG_3243.jpg,60_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,reference_photo,Identified from the front sleeve in IMG_3243.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Mugi to Heitai / Naku na Kobato yo by Various Artists, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,Collection notes from reference photograph,,
61,春日八郎,Hachiro Kasuga,デラックス,Deluxe,King,,,LP,,,,,IMG_3243.jpg,61_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,reference_photo,Identified from the front sleeve in IMG_3243.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Deluxe by Hachiro Kasuga, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,Collection notes from reference photograph,,
62,フランク永井,Frank Nagai,おまえに／おもいやり,Omae ni / Omoiyari,Victor,,,LP,,,,,IMG_3243.jpg,62_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,reference_photo,Identified from the front sleeve in IMG_3243.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Omae ni / Omoiyari by Frank Nagai, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,Collection notes from reference photograph,,
63,灰田勝彦,Katsuhiko Haida,アルプスの牧場,Alps no Makiba,Victor,,,LP,,,,,IMG_3243.jpg,63_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,reference_photo,Identified from the front sleeve in IMG_3243.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Alps no Makiba by Katsuhiko Haida, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,Collection notes from reference photograph,,
64,アーティスト未確認,Artist to verify,,Untitled portrait sleeve (six-man group),,,,LP,,,,,IMG_3243.jpg,64_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,reference_photo,Identified from the front sleeve in IMG_3243.jpg.,,,,,,,,,Exact title needs a back-cover or label photo | Performer identification needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Untitled portrait sleeve (six-man group). Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,Collection notes from reference photograph,,
65,森進一,Shinichi Mori,熱唱の森進一 オン・ステージ,Shinichi Mori On Stage,Victor,,,LP,,,,,IMG_3243.jpg,65_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,reference_photo,Identified from the front sleeve in IMG_3243.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Shinichi Mori compilation titled Shinichi Mori On Stage. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3243.jpg,Collection notes from reference photograph,,
66,アーティスト未確認,Artist to verify,,Title to verify (landscape sleeve with green obi),,,,LP,,,,,IMG_3244.jpg,66_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,reference_photo,Identified from the front sleeve in IMG_3244.jpg.,,,,,,,,,Exact title needs a back-cover or label photo | Performer identification needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Title to verify (landscape sleeve with green obi). Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,Collection notes from reference photograph,,
67,アーティスト未確認,Artist to verify,,Title to verify (orange suit portrait),,,,LP,,,,,IMG_3244.jpg,67_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,reference_photo,Identified from the front sleeve in IMG_3244.jpg.,,,,,,,,,Exact title needs a back-cover or label photo | Performer identification needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Title to verify (orange suit portrait). Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,Collection notes from reference photograph,,
68,春日井梅鶯,Baio Kasugai,浪曲名人選 南部坂雪の別れ／仇討前夜,Rokyoku Meijinsen: Nanbuzaka Yuki no Wakare / Adauchi Zenya,,,,LP,,,,,IMG_3244.jpg,68_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,reference_photo,Identified from the front sleeve in IMG_3244.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Rokyoku Meijinsen: Nanbuzaka Yuki no Wakare / Adauchi Zenya by Baio Kasugai, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%98%A5%E6%97%A5%E4%BA%95%E6%A2%85%E9%B6%AF/918832927?uo=4,Artist on Apple Music
69,菅原洋一,Yoichi Sugawara,魅力のすべて,Miryoku no Subete,Polydor,MR-3054,1969,LP,,,,,IMG_3244.jpg,69_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,reference_photo,Identified from the front sleeve in IMG_3244.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://www.snowrecords.jp/?pid=174712227,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"A Polydor collection of Yoichi Sugawara recordings, issued as MR-3054 in 1969. The photographed sleeve carries the title Miryoku no Subete.",https://www.snowrecords.jp/?pid=174712227,Snow Records release listing,,
70,演奏者未確認,Performer to verify,スチールギターによる日本歌謡史 第3集 君恋し,Nihon Kayoshi Vol. 3: Kimi Koishi (Steel Guitar),Columbia,,,LP,,,,,IMG_3244.jpg,70_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,reference_photo,Identified from the front sleeve in IMG_3244.jpg.,,,,,,,,,Performer identification needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Nihon Kayoshi Vol. 3: Kimi Koishi (Steel Guitar). Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,Collection notes from reference photograph,,
71,鶴田浩二,Koji Tsuruta,ベスト・コレクション’76,Best Collection '76,Victor,SJV-828~829,1976,2LP,,,,,IMG_3244.jpg,71_retailer_front.jpg,,https://www.snowrecords.jp/?pid=121676306,retailer,Identified from the front sleeve in IMG_3244.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://www.snowrecords.jp/?pid=121676306,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Koji Tsuruta’s double-album Best Collection ’76, issued by Victor. The red portrait sleeve matches the SJV-828~829 edition.",https://www.snowrecords.jp/?pid=121676306,Snow Records release listing,,
72,アーティスト未確認,Artist to verify,,Title to verify (red background portrait),,,,LP,,,,,IMG_3244.jpg,72_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,reference_photo,Identified from the front sleeve in IMG_3244.jpg.,,,,,,,,,Exact title needs a back-cover or label photo | Performer identification needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Title to verify (red background portrait). Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,Collection notes from reference photograph,,
73,鶴田浩二,Koji Tsuruta,あゝ軍歌,Aa Gunka,Victor,,,LP,,,,,IMG_3244.jpg,73_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,reference_photo,Identified from the front sleeve in IMG_3244.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Aa Gunka by Koji Tsuruta, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3244.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E9%B6%B4%E7%94%B0%E6%B5%A9%E4%BA%8C/281413182?uo=4,Artist on Apple Music
74,内山田洋とクール・ファイブ,Hiroshi Uchiyamada & Cool Five,愛の扉,Very Best: Ai no Tobira,RCA,,,LP,,,,,IMG_3245.jpg,74_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,reference_photo,Identified from the front sleeve in IMG_3245.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Very Best: Ai no Tobira by Hiroshi Uchiyamada & Cool Five, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,Collection notes from reference photograph,,
75,加山雄三,Yuzo Kayama,加山雄三通り,Kayama Yuzo Dori,,,1978,LP,,,,,IMG_3245.jpg,75_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,reference_photo,Identified from the front sleeve in IMG_3245.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://www.kayamayuzo.com/release/?select=album&y=1970,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Released in June 1978, Kayama Yuzo Dori includes Koshinmaru, Space Mermaid and the title song. Its sleeve shows Kayama aboard a boat.",https://www.kayamayuzo.com/release/?select=album&y=1970,Yuzo Kayama official discography,https://www.kayamayuzo.com/,Official artist website
76,ツトム・ヤマシタ＆カム・トゥ・ジ・エッジ,Stomu Yamashta & Come to the Edge,,Floating Music,,,1972,LP,,,,,IMG_3245.jpg,76_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,reference_photo,Identified from the front sleeve in IMG_3245.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://progrography.com/stomu-yamashta/stomu-yamashta-discography/,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Floating Music pairs percussionist Stomu Yamashta with Come to the Edge. The 1972 album contains Poker Dice, Keep in Lane, Xingu and One Way.",https://progrography.com/stomu-yamashta/stomu-yamashta-discography/,Progrography discography,,
77,ツトム・ヤマシタ,Stomu Yamashta,,Red Buddha Theatre: The Man from the East,,,1973,LP,,,,,IMG_3245.jpg,77_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,reference_photo,Identified from the front sleeve in IMG_3245.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://progrography.com/stomu-yamashta/stomu-yamashta-discography/,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Music for The Man from the East, the Red Buddha Theatre production led by Stomu Yamashta. The soundtrack was first issued in 1973.",https://progrography.com/stomu-yamashta/stomu-yamashta-discography/,Progrography discography,,
78,小林旭,Akira Kobayashi,ヒット・パレード 1,Hit Parade 1,Crown,,,LP,,,,,IMG_3245.jpg,78_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,reference_photo,Identified from the front sleeve in IMG_3245.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Hit Parade 1 by Akira Kobayashi, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,Collection notes from reference photograph,,
79,石原裕次郎,Yujiro Ishihara,スクリーン・メモリー,Screen Memory: Best 20 Deluxe,Teichiku,,,LP,,,,,IMG_3245.jpg,79_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,reference_photo,Identified from the front sleeve in IMG_3245.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Screen Memory: Best 20 Deluxe by Yujiro Ishihara, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,Collection notes from reference photograph,,
80,郷ひろみ,Hiromi Go,,Hiromi Go (white-wall portrait sleeve),CBS/Sony,,,LP,,,,,IMG_3245.jpg,80_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,reference_photo,Identified from the front sleeve in IMG_3245.jpg.,,,,,,,,,Exact title needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Hiromi Go (white-wall portrait sleeve). Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E9%83%B7-%E3%81%B2%E3%82%8D%E3%81%BF/988624744?uo=4,Artist on Apple Music
81,さだまさし,Masashi Sada,帰去来,Kikyorai,Warner-Pioneer,,1976,LP,,Kayokyoku,,,IMG_3245.jpg,81_official_front.jpg,,https://music.apple.com/jp/album/%E5%B8%B0%E5%8E%BB%E6%9D%A5/321150745?uo=4,official,Identified from the front sleeve in IMG_3245.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Kikyorai by Masashi Sada, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E3%81%95%E3%81%A0%E3%81%BE%E3%81%95%E3%81%97/74490576?uo=4,Artist on Apple Music
82,かぐや姫,Kaguyahime,レッツ・ゴー！かぐや姫,Let's Go Kaguyahime,Panam,,,LP,,,,,IMG_3245.jpg,82_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,reference_photo,Identified from the front sleeve in IMG_3245.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Let's Go Kaguyahime by Kaguyahime, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3245.jpg,Collection notes from reference photograph,,
83,渡辺真知子,Machiko Watanabe,,Feel Free,CBS/Sony,,1981,LP,,Kayokyoku,,,IMG_3246.jpg,83_official_front.jpg,,https://music.apple.com/jp/album/feel-free/1537075926?uo=4,official,Identified from the front sleeve in IMG_3246.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Machiko Watanabe’s 1981 album includes Feel Free, Koi no Freeway and See Through.",https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
84,渡辺真知子,Machiko Watanabe,フォグ・ランプ,Fog Lamp,CBS/Sony,,1978,LP,,Kayokyoku,,"One of two separately owned physical copies, confirmed by the owner. Each copy has its own collection ID and reference photograph.",IMG_3246.jpg,84_official_front.jpg,,https://music.apple.com/jp/album/%E3%83%95%E3%82%A9%E3%82%B0-%E3%83%A9%E3%83%B3%E3%83%97/1536768852?uo=4,official,Identified from the front sleeve in IMG_3246.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Released in November 1978, Fog Lamp includes Blue, Konya wa Odotte and its title track.",https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
85,渡辺真知子,Machiko Watanabe,ライブラ,Libra,CBS/Sony,,1980,LP,,Kayokyoku,,,IMG_3246.jpg,85_official_front.jpg,,https://music.apple.com/jp/album/libra/1537075581?uo=4,official,Identified from the front sleeve in IMG_3246.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.kiokunokiroku.jp/artist/000416,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Libra was released in August 1980. Its ten songs include Kuchibiru yo, Atsuku Kimi o Katare and Hold Me Tight.",https://www.kiokunokiroku.jp/artist/000416,FMPJ artist discography,https://www.kiokunokiroku.jp/artist/000416,Artist profile and discography
86,西城秀樹,Hideki Saijo,,The Best,RCA,,,LP,,,,,IMG_3246.jpg,86_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3246.jpg,reference_photo,Identified from the front sleeve in IMG_3246.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: The Best by Hideki Saijo, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3246.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E8%A5%BF%E5%9F%8E%E7%A7%80%E6%A8%B9/76038174?uo=4,Artist on Apple Music
87,キャンディーズ,Candies,キャンディーズのすべて,Candies no Subete,CBS/Sony,,,LP,,,,,IMG_3246.jpg,87_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3246.jpg,reference_photo,Identified from the front sleeve in IMG_3246.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Candies compilation titled Candies no Subete. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3246.jpg,Collection notes from reference photograph,,
88,太田裕美,Hiromi Ota,太田裕美のすべて,Hiromi Ota no Subete,CBS/Sony,,,LP,,,,,IMG_3246.jpg,88_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3246.jpg,reference_photo,Identified from the front sleeve in IMG_3246.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Hiromi Ota compilation titled Hiromi Ota no Subete. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3246.jpg,Collection notes from reference photograph,,
89,荒井由実,Yumi Arai,14番目の月,The 14th Moon,Express,,1976,LP,,Pop,,,IMG_3246.jpg,89_official_front.jpg,,https://music.apple.com/jp/album/the-14th-moon-jyuyon-banme-no-tsuki/1436012327?uo=4,official,Identified from the front sleeve in IMG_3246.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: The 14th Moon by Yumi Arai, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3246.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E8%8D%92%E4%BA%95%E7%94%B1%E5%AE%9F/81316604?uo=4,Artist on Apple Music
90,ピンク・レディー,Pink Lady,ベスト・ヒット・アルバム,Best Hit Album,Victor,,1977,LP,,Pop,,,IMG_3246.jpg,90_official_front.jpg,,https://music.apple.com/jp/album/best-hits-album/1635931425?uo=4,official,Identified from the front sleeve in IMG_3246.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,Collection note: Pink Lady compilation titled Best Hit Album. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3246.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E3%83%94%E3%83%B3%E3%82%AF-%E3%83%AC%E3%83%87%E3%82%A3%E3%83%BC/207003566?uo=4,Artist on Apple Music
